source,target,realValue,layerID,layerColor,layerUnit
Exterior Heat,HPs,3932.37,Exterior Heat,#8FBC8F,TWh
NG,HPs,11447.70,NG,#FFD700,TWh
Electricity,Elec,1527.55,Electricity,#00BFFF,TWh
Solar,Elec,2650.00,Solar,#FFFF00,TWh
Elec,Export,1527.55,Electricity,#00BFFF,TWh
Elec,Elec demand,2650.00,Electricity,#00BFFF,TWh
HPs,Heat,15380.07,Heat LT,#FA8072,TWh
Heat,Dec. Sto,2192.36,Heat LT,#FA8072,TWh
Dec. Sto,Heat LT Dec,2116.99,Heat LT,#FA8072,TWh
Dec. Sto,Losses,75.36,Heat,#708090,TWh
Heat,Heat LT Dec,13187.72,Heat,#FA8072,TWh
