source,target,realValue,layerID,layerColor,layerUnit
Exterior Heat,HPs,4443.82,Exterior Heat,#8FBC8F,TWh
NG,HPs,13816.64,NG,#FFD700,TWh
Electricity,Elec,2650.00,Electricity,#00BFFF,TWh
Solar,Elec,2650.00,Solar,#FFFF00,TWh
Elec,Export,2650.00,Electricity,#00BFFF,TWh
Elec,Elec demand,2650.00,Electricity,#00BFFF,TWh
HPs,Heat,18260.46,Heat LT,#FA8072,TWh
Heat,Dec. Sto,5754.16,Heat LT,#FA8072,TWh
Dec. Sto,Heat LT Dec,5274.84,Heat LT,#FA8072,TWh
Dec. Sto,Losses,479.32,Heat,#708090,TWh
Heat,Heat LT Dec,12506.30,Heat,#FA8072,TWh
