Time	TS_DHN_DAILY	TS_DHN_SEASONAL	TS_DEC	TS_DHN_DAILY_in	TS_DHN_DAILY_out	TS_DHN_SEASONAL_in	TS_DHN_SEASONAL_out	TS_DEC_in	TS_DEC_out	
 1	0.000000	0.000000	1.660406	0.000000	0.000000	0.000000	0.000000	-1.660406	0.000000	
 2	0.000000	0.000000	3.334148	0.000000	0.000000	0.000000	0.000000	-1.687423	0.000000	
 3	0.000000	0.000000	5.001478	0.000000	0.000000	0.000000	0.000000	-1.881438	0.186635	
 4	0.000000	0.000000	6.652948	0.000000	0.000000	0.000000	0.000000	-1.880378	0.187695	
 5	0.000000	0.000000	8.269230	0.000000	0.000000	0.000000	0.000000	-1.869588	0.198486	
 6	0.000000	0.000000	6.133017	0.000000	0.000000	0.000000	0.000000	0.000000	2.068074	
 7	0.000000	0.000000	4.014408	0.000000	0.000000	0.000000	0.000000	0.000000	2.068074	
 8	0.000000	0.000000	1.913255	0.000000	0.000000	0.000000	0.000000	0.000000	2.068074	
 9	0.000000	0.000000	0.010062	0.000000	0.000000	0.000000	0.000000	0.000000	1.887428	
 10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009979	
 11	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 12	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 13	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 17	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 18	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 19	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.034037	1.034037	
 20	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 21	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 22	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 23	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.034037	1.034037	
 24	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.034037	1.034037	
 25	0.000000	0.000000	1.660406	0.000000	0.000000	0.000000	0.000000	-1.660406	0.000000	
 26	0.000000	0.000000	3.334148	0.000000	0.000000	0.000000	0.000000	-1.687423	0.000000	
 27	0.000000	0.000000	5.001478	0.000000	0.000000	0.000000	0.000000	-1.881438	0.186635	
 28	0.000000	0.000000	6.652948	0.000000	0.000000	0.000000	0.000000	-1.880378	0.187695	
 29	0.000000	0.000000	8.269230	0.000000	0.000000	0.000000	0.000000	-1.869588	0.198486	
 30	0.000000	0.000000	6.133017	0.000000	0.000000	0.000000	0.000000	0.000000	2.068074	
 31	0.000000	0.000000	4.014408	0.000000	0.000000	0.000000	0.000000	0.000000	2.068074	
 32	0.000000	0.000000	1.913255	0.000000	0.000000	0.000000	0.000000	0.000000	2.068074	
 33	0.000000	0.000000	0.010062	0.000000	0.000000	0.000000	0.000000	0.000000	1.887428	
 34	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009979	
 35	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 36	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 37	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 38	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 39	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 40	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 41	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 42	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 43	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.034037	1.034037	
 44	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 45	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 46	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 47	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	-1.034037	1.034037	
 48	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.034037	1.034037	
 49	0.000000	0.000000	1.660406	0.000000	0.000000	0.000000	0.000000	-1.660406	0.000000	
 50	0.000000	0.000000	3.334148	0.000000	0.000000	0.000000	0.000000	-1.687423	0.000000	
 51	0.000000	0.000000	5.001478	0.000000	0.000000	0.000000	0.000000	-1.881438	0.186635	
 52	0.000000	0.000000	6.652948	0.000000	0.000000	0.000000	0.000000	-1.880378	0.187695	
 53	0.000000	0.000000	8.269230	0.000000	0.000000	0.000000	0.000000	-1.869588	0.198486	
 54	0.000000	0.000000	6.133017	0.000000	0.000000	0.000000	0.000000	0.000000	2.068074	
 55	0.000000	0.000000	4.014408	0.000000	0.000000	0.000000	0.000000	0.000000	2.068074	
 56	0.000000	0.000000	1.913255	0.000000	0.000000	0.000000	0.000000	0.000000	2.068074	
 57	0.000000	0.000000	0.010062	0.000000	0.000000	0.000000	0.000000	0.000000	1.887428	
 58	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009979	
 59	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 60	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 61	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 62	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 63	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 64	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 65	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 66	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 67	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.034037	1.034037	
 68	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 69	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 70	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 71	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	-1.034037	1.034037	
 72	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.034037	1.034037	
 73	0.000000	0.000000	1.660406	0.000000	0.000000	0.000000	0.000000	-1.660406	0.000000	
