source,target,realValue,layerID,layerColor,layerUnit
Exterior Heat,HPs,7709.28,Exterior Heat,#8FBC8F,TWh
NG,HPs,8295.45,NG,#FFD700,TWh
Electricity,Elec,2956.72,Electricity,#00BFFF,TWh
Solar,Elec,4448.38,Solar,#FFFF00,TWh
Elec,Export,2956.72,Electricity,#00BFFF,TWh
Elec,Elec demand,2650.00,Electricity,#00BFFF,TWh
Elec,HPs,1798.38,Electricity,#00BFFF,TWh
HPs,Heat,17803.11,Heat LT,#FA8072,TWh
Heat,Dec. Sto,811.50,Heat LT,#FA8072,TWh
Dec. Sto,Heat LT Dec,789.53,Heat LT,#FA8072,TWh
Dec. Sto,Losses,21.97,Heat,#708090,TWh
Heat,Heat LT Dec,16991.61,Heat,#FA8072,TWh
