source,target,realValue,layerID,layerColor,layerUnit
Exterior Heat,HPs,11268.08,Exterior Heat,#8FBC8F,TWh
NG,HPs,3487.48,NG,#FFD700,TWh
Electricity,Elec,3769.93,Electricity,#00BFFF,TWh
Solar,Elec,5688.57,Solar,#FFFF00,TWh
Elec,Export,3769.93,Electricity,#00BFFF,TWh
Elec,Elec demand,2650.00,Electricity,#00BFFF,TWh
Elec,HPs,3038.57,Electricity,#00BFFF,TWh
HPs,Heat,17794.12,Heat LT,#FA8072,TWh
Heat,Dec. Sto,426.32,Heat LT,#FA8072,TWh
Dec. Sto,Heat LT Dec,413.34,Heat LT,#FA8072,TWh
Dec. Sto,Losses,12.98,Heat,#708090,TWh
Heat,Heat LT Dec,17367.81,Heat,#FA8072,TWh
