source,target,realValue,layerID,layerColor,layerUnit
Exterior Heat,HPs,10680.97,Exterior Heat,#8FBC8F,TWh
NG,HPs,4397.59,NG,#FFD700,TWh
Electricity,Elec,3490.02,Electricity,#00BFFF,TWh
Solar,Elec,5362.55,Solar,#FFFF00,TWh
Elec,Export,3490.02,Electricity,#00BFFF,TWh
Elec,Elec demand,2650.00,Electricity,#00BFFF,TWh
Elec,HPs,2712.55,Electricity,#00BFFF,TWh
HPs,Heat,17791.10,Heat LT,#FA8072,TWh
Heat,Dec. Sto,347.90,Heat LT,#FA8072,TWh
Dec. Sto,Heat LT Dec,337.94,Heat LT,#FA8072,TWh
Dec. Sto,Losses,9.96,Heat,#708090,TWh
Heat,Heat LT Dec,17443.20,Heat,#FA8072,TWh
