Time	TS_DHN_DAILY	TS_DHN_SEASONAL	TS_DEC	TS_DHN_DAILY_in	TS_DHN_DAILY_out	TS_DHN_SEASONAL_in	TS_DHN_SEASONAL_out	TS_DEC_in	TS_DEC_out	
 1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.768898	1.768898	
 2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.768898	1.768898	
 3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.768898	1.768898	
 4	0.000000	0.000000	3.474731	0.000000	0.000000	0.000000	0.000000	-3.506263	0.031532	
 5	0.000000	0.000000	6.983894	0.000000	0.000000	0.000000	0.000000	-3.537796	0.000000	
 6	0.000000	0.000000	5.577551	0.000000	0.000000	0.000000	0.000000	0.000000	1.348796	
 7	0.000000	0.000000	4.936052	0.000000	0.000000	0.000000	0.000000	0.000000	0.595540	
 8	0.000000	0.000000	4.822099	0.000000	0.000000	0.000000	0.000000	-1.732258	1.805538	
 9	0.000000	0.000000	5.021865	0.000000	0.000000	0.000000	0.000000	-0.239499	0.000000	
 10	0.000000	0.000000	4.980484	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 11	0.000000	0.000000	5.624735	0.000000	0.000000	0.000000	0.000000	-2.111543	1.426253	
 12	0.000000	0.000000	5.665752	0.000000	0.000000	0.000000	0.000000	-1.812580	1.725215	
 13	0.000000	0.000000	2.785763	0.000000	0.000000	0.000000	0.000000	0.000000	2.833304	
 14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.387494	3.150302	
 15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.768898	1.768898	
 17	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 18	0.000000	0.000000	1.191390	0.000000	0.000000	0.000000	0.000000	-2.364593	1.173203	
 19	0.000000	0.000000	2.355760	0.000000	0.000000	0.000000	0.000000	-2.355992	1.181804	
 20	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.336349	
 21	0.000000	0.000000	1.182402	0.000000	0.000000	0.000000	0.000000	-2.360099	1.177697	
 22	0.000000	0.000000	1.172659	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 23	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.162996	
 24	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 25	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.768898	1.768898	
 26	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.768898	1.768898	
 27	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.768898	1.768898	
 28	0.000000	0.000000	3.474731	0.000000	0.000000	0.000000	0.000000	-3.506263	0.031532	
 29	0.000000	0.000000	6.983894	0.000000	0.000000	0.000000	0.000000	-3.537796	0.000000	
 30	0.000000	0.000000	5.577551	0.000000	0.000000	0.000000	0.000000	0.000000	1.348796	
 31	0.000000	0.000000	4.936052	0.000000	0.000000	0.000000	0.000000	0.000000	0.595540	
 32	0.000000	0.000000	4.822099	0.000000	0.000000	0.000000	0.000000	-1.732258	1.805538	
 33	0.000000	0.000000	5.021865	0.000000	0.000000	0.000000	0.000000	-0.239499	0.000000	
 34	0.000000	0.000000	4.980484	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 35	0.000000	0.000000	5.624735	0.000000	0.000000	0.000000	0.000000	-2.111543	1.426253	
 36	0.000000	0.000000	5.665752	0.000000	0.000000	0.000000	0.000000	-1.812580	1.725215	
 37	0.000000	0.000000	2.785763	0.000000	0.000000	0.000000	0.000000	0.000000	2.833304	
 38	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.387494	3.150302	
 39	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 40	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.768898	1.768898	
 41	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 42	0.000000	0.000000	1.191390	0.000000	0.000000	0.000000	0.000000	-2.364593	1.173203	
