source,target,realValue,layerID,layerColor,layerUnit
Exterior Heat,HPs,3653.16,Exterior Heat,#8FBC8F,TWh
NG,HPs,11510.41,NG,#FFD700,TWh
Oil,CHP,6427.30,Oil,#8B008B,TWh
Wood,Biofuels,9059.28,Wood,#CD853F,TWh
Elec,Elec demand,2647.55,Electricity,#00BFFF,TWh
Elec,Storage,2.72,Electricity,#00BFFF,TWh
Storage,Elec demand,2.45,Electricity,#00BFFF,TWh
Storage,Losses,0.27,Electricity,#708090,TWh
CHP,Elec,2506.69,Electricity,#00BFFF,TWh
CHP,Heat,2763.72,Heat LT,#FA8072,TWh
HPs,Heat,15163.57,Heat LT,#FA8072,TWh
Biofuels,Elec,143.58,Electricity,#00BFFF,TWh
Biofuels,Boilers,6032.68,Oil,#8B008B,TWh
Heat,Dec. Sto,9107.44,Heat LT,#FA8072,TWh
Dec. Sto,Heat LT Dec,8961.29,Heat LT,#FA8072,TWh
Dec. Sto,Losses,146.15,Heat,#708090,TWh
Heat,Heat LT Dec,8819.85,Heat,#FA8072,TWh
