source,target,realValue,layerID,layerColor,layerUnit
Exterior Heat,HPs,11915.14,Exterior Heat,#8FBC8F,TWh
NG,HPs,2582.52,NG,#FFD700,TWh
Electricity,Elec,4061.40,Electricity,#00BFFF,TWh
Solar,Elec,5727.10,Solar,#FFFF00,TWh
Elec,Export,3804.48,Electricity,#00BFFF,TWh
Elec,Elec demand,2650.00,Electricity,#00BFFF,TWh
Elec,HPs,3334.02,Electricity,#00BFFF,TWh
HPs,Heat,17831.68,Heat LT,#FA8072,TWh
Heat,Dec. Sto,1903.56,Heat LT,#FA8072,TWh
Dec. Sto,Heat LT Dec,1853.02,Heat LT,#FA8072,TWh
Dec. Sto,Losses,50.54,Heat,#708090,TWh
Heat,Heat LT Dec,15928.12,Heat,#FA8072,TWh
