Time	TS_DHN_DAILY	TS_DHN_SEASONAL	TS_DEC	TS_DHN_DAILY_in	TS_DHN_DAILY_out	TS_DHN_SEASONAL_in	TS_DHN_SEASONAL_out	TS_DEC_in	TS_DEC_out	
 1	0.000000	0.000000	8.157665	0.000000	0.000000	0.000000	0.000000	-3.665981	0.000000	
 2	0.000000	0.000000	11.783443	0.000000	0.000000	0.000000	0.000000	-3.692997	0.000000	
 3	0.000000	0.000000	15.386725	0.000000	0.000000	0.000000	0.000000	-3.700377	0.000000	
 4	0.000000	0.000000	18.958196	0.000000	0.000000	0.000000	0.000000	-3.698257	0.000000	
 5	0.000000	0.000000	22.478656	0.000000	0.000000	0.000000	0.000000	-4.648553	0.971877	
 6	0.000000	0.000000	21.003305	0.000000	0.000000	0.000000	0.000000	0.000000	1.290127	
 7	0.000000	0.000000	20.228076	0.000000	0.000000	0.000000	0.000000	0.000000	0.602162	
 8	0.000000	0.000000	19.906741	0.000000	0.000000	0.000000	0.000000	0.000000	0.154655	
 9	0.000000	0.000000	19.860856	0.000000	0.000000	0.000000	0.000000	-0.118146	0.000000	
 10	0.000000	0.000000	20.069283	0.000000	0.000000	0.000000	0.000000	-0.372080	0.000000	
 11	0.000000	0.000000	20.470166	0.000000	0.000000	0.000000	0.000000	-0.566254	0.000000	
 12	0.000000	0.000000	21.035121	0.000000	0.000000	0.000000	0.000000	-0.733628	0.000000	
 13	0.000000	0.000000	21.724643	0.000000	0.000000	0.000000	0.000000	-0.862852	0.000000	
 14	0.000000	0.000000	22.481721	0.000000	0.000000	0.000000	0.000000	-0.936089	0.000000	
 15	0.000000	0.000000	22.481721	0.000000	0.000000	0.000000	0.000000	-0.185249	0.000000	
 16	0.000000	0.000000	22.481721	0.000000	0.000000	0.000000	0.000000	-0.185249	0.000000	
 17	0.000000	0.000000	22.481721	0.000000	0.000000	0.000000	0.000000	-0.185249	0.000000	
 18	0.000000	0.000000	22.481721	0.000000	0.000000	0.000000	0.000000	-0.185249	0.000000	
 19	0.000000	0.000000	20.130433	0.000000	0.000000	0.000000	0.000000	0.000000	2.166039	
 20	0.000000	0.000000	16.780089	0.000000	0.000000	0.000000	0.000000	0.000000	3.184469	
 21	0.000000	0.000000	13.509257	0.000000	0.000000	0.000000	0.000000	0.000000	3.132564	
 22	0.000000	0.000000	10.353492	0.000000	0.000000	0.000000	0.000000	0.000000	3.044449	
 23	0.000000	0.000000	7.356928	0.000000	0.000000	0.000000	0.000000	0.000000	2.911252	
 24	0.000000	0.000000	4.529003	0.000000	0.000000	0.000000	0.000000	0.000000	2.767304	
 25	0.000000	0.000000	8.157665	0.000000	0.000000	0.000000	0.000000	-3.665981	0.000000	
 26	0.000000	0.000000	11.783443	0.000000	0.000000	0.000000	0.000000	-3.692997	0.000000	
 27	0.000000	0.000000	15.386725	0.000000	0.000000	0.000000	0.000000	-3.700377	0.000000	
 28	0.000000	0.000000	18.958196	0.000000	0.000000	0.000000	0.000000	-3.698257	0.000000	
 29	0.000000	0.000000	22.478656	0.000000	0.000000	0.000000	0.000000	-4.648553	0.971877	
 30	0.000000	0.000000	21.003305	0.000000	0.000000	0.000000	0.000000	0.000000	1.290127	
 31	0.000000	0.000000	20.228076	0.000000	0.000000	0.000000	0.000000	0.000000	0.602162	
 32	0.000000	0.000000	19.906741	0.000000	0.000000	0.000000	0.000000	0.000000	0.154655	
 33	0.000000	0.000000	19.860856	0.000000	0.000000	0.000000	0.000000	-0.118146	0.000000	
 34	0.000000	0.000000	20.069283	0.000000	0.000000	0.000000	0.000000	-0.372080	0.000000	
 35	0.000000	0.000000	20.470166	0.000000	0.000000	0.000000	0.000000	-0.566254	0.000000	
 36	0.000000	0.000000	21.035121	0.000000	0.000000	0.000000	0.000000	-0.733628	0.000000	
 37	0.000000	0.000000	21.724643	0.000000	0.000000	0.000000	0.000000	-0.862852	0.000000	
