source,target,realValue,layerID,layerColor,layerUnit
Exterior Heat,HPs,4334.61,Exterior Heat,#8FBC8F,TWh
NG,HPs,12975.15,NG,#FFD700,TWh
Electricity,Elec,2650.00,Electricity,#00BFFF,TWh
Solar,Elec,2650.00,Solar,#FFFF00,TWh
Solar,Heat,590.42,Solar,#FFFF00,TWh
Elec,Export,2650.00,Electricity,#00BFFF,TWh
Elec,Elec demand,2650.00,Electricity,#00BFFF,TWh
HPs,Heat,17309.76,Heat LT,#FA8072,TWh
Heat,Dec. Sto,5432.38,Heat LT,#FA8072,TWh
Dec. Sto,Heat LT Dec,5313.34,Heat LT,#FA8072,TWh
Dec. Sto,Losses,119.04,Heat,#708090,TWh
Heat,Heat LT Dec,12467.80,Heat,#FA8072,TWh
