source,target,realValue,layerID,layerColor,layerUnit
Exterior Heat,HPs,9032.44,Exterior Heat,#8FBC8F,TWh
NG,HPs,5920.79,NG,#FFD700,TWh
Electricity,Elec,3293.29,Electricity,#00BFFF,TWh
Solar,Elec,5549.43,Solar,#FFFF00,TWh
Elec,Export,3293.29,Electricity,#00BFFF,TWh
Elec,Elec demand,2650.00,Electricity,#00BFFF,TWh
Elec,HPs,2899.43,Electricity,#00BFFF,TWh
HPs,Heat,17852.66,Heat LT,#FA8072,TWh
Heat,Dec. Sto,1751.41,Heat LT,#FA8072,TWh
Dec. Sto,Heat LT Dec,1679.88,Heat LT,#FA8072,TWh
Dec. Sto,Losses,71.52,Heat,#708090,TWh
Heat,Heat LT Dec,16101.26,Heat,#FA8072,TWh
