source,target,realValue,layerID,layerColor,layerUnit
Exterior Heat,HPs,9327.46,Exterior Heat,#8FBC8F,TWh
NG,HPs,5424.70,NG,#FFD700,TWh
Electricity,Elec,5745.83,Electricity,#00BFFF,TWh
Solar,Elec,5727.10,Solar,#FFFF00,TWh
Elec,Export,5727.10,Electricity,#00BFFF,TWh
Elec,Elec demand,2650.00,Electricity,#00BFFF,TWh
Elec,HPs,3095.83,Electricity,#00BFFF,TWh
HPs,Heat,17847.99,Heat LT,#FA8072,TWh
Heat,Dec. Sto,1955.76,Heat LT,#FA8072,TWh
Dec. Sto,Heat LT Dec,1888.92,Heat LT,#FA8072,TWh
Dec. Sto,Losses,66.84,Heat,#708090,TWh
Heat,Heat LT Dec,15892.23,Heat,#FA8072,TWh
