source,target,realValue,layerID,layerColor,layerUnit
Exterior Heat,HPs,3959.77,Exterior Heat,#8FBC8F,TWh
NG,HPs,11987.40,NG,#FFD700,TWh
Electricity,Elec,3040.92,Electricity,#00BFFF,TWh
Solar,Elec,3040.92,Solar,#FFFF00,TWh
Solar,Heat,1570.80,Solar,#FFFF00,TWh
Elec,Export,3040.92,Electricity,#00BFFF,TWh
Elec,Elec demand,2650.00,Electricity,#00BFFF,TWh
Elec,Heat,390.92,Electricity,#00BFFF,TWh
HPs,Heat,15947.17,Heat LT,#FA8072,TWh
Heat,Dec. Sto,4340.44,Heat LT,#FA8072,TWh
Dec. Sto,Heat LT Dec,4212.68,Heat LT,#FA8072,TWh
Dec. Sto,Losses,127.76,Heat,#708090,TWh
Heat,Heat LT Dec,13568.46,Heat,#FA8072,TWh
