Time	TS_DHN_DAILY	TS_DHN_SEASONAL	TS_DEC	TS_DHN_DAILY_in	TS_DHN_DAILY_out	TS_DHN_SEASONAL_in	TS_DHN_SEASONAL_out	TS_DEC_in	TS_DEC_out	
 1	0.000000	0.000000	23.041710	0.000000	0.000000	0.000000	0.000000	-3.788625	0.000000	
 2	0.000000	0.000000	26.667488	0.000000	0.000000	0.000000	0.000000	-3.815642	0.000000	
 3	0.000000	0.000000	30.270770	0.000000	0.000000	0.000000	0.000000	-3.823022	0.000000	
 4	0.000000	0.000000	33.842241	0.000000	0.000000	0.000000	0.000000	-3.820902	0.000000	
 5	0.000000	0.000000	37.362701	0.000000	0.000000	0.000000	0.000000	-3.799320	0.000000	
 6	0.000000	0.000000	35.887351	0.000000	0.000000	0.000000	0.000000	0.000000	1.167482	
 7	0.000000	0.000000	35.112121	0.000000	0.000000	0.000000	0.000000	0.000000	0.479518	
 8	0.000000	0.000000	34.790787	0.000000	0.000000	0.000000	0.000000	0.000000	0.032011	
 9	0.000000	0.000000	34.744902	0.000000	0.000000	0.000000	0.000000	-4.791116	4.550325	
 10	0.000000	0.000000	34.953328	0.000000	0.000000	0.000000	0.000000	-0.494725	0.000000	
 11	0.000000	0.000000	35.354212	0.000000	0.000000	0.000000	0.000000	-0.688899	0.000000	
 12	0.000000	0.000000	35.919166	0.000000	0.000000	0.000000	0.000000	-5.098857	4.242584	
 13	0.000000	0.000000	36.608688	0.000000	0.000000	0.000000	0.000000	-0.985496	0.000000	
 14	0.000000	0.000000	37.365766	0.000000	0.000000	0.000000	0.000000	-1.058734	0.000000	
 15	0.000000	0.000000	37.365766	0.000000	0.000000	0.000000	0.000000	-4.824668	4.516774	
 16	0.000000	0.000000	37.365766	0.000000	0.000000	0.000000	0.000000	-0.307894	0.000000	
 17	0.000000	0.000000	37.365766	0.000000	0.000000	0.000000	0.000000	-0.307894	0.000000	
 18	0.000000	0.000000	37.365766	0.000000	0.000000	0.000000	0.000000	-4.824668	4.516774	
 19	0.000000	0.000000	35.643156	0.000000	0.000000	0.000000	0.000000	0.000000	1.414716	
 20	0.000000	0.000000	32.164988	0.000000	0.000000	0.000000	0.000000	0.000000	3.184469	
 21	0.000000	0.000000	28.767384	0.000000	0.000000	0.000000	0.000000	-3.104439	6.237003	
 22	0.000000	0.000000	25.485892	0.000000	0.000000	0.000000	0.000000	-3.148496	6.192945	
 23	0.000000	0.000000	22.364637	0.000000	0.000000	0.000000	0.000000	-3.215095	6.126347	
 24	0.000000	0.000000	19.413048	0.000000	0.000000	0.000000	0.000000	0.000000	2.767304	
 25	0.000000	0.000000	23.041710	0.000000	0.000000	0.000000	0.000000	-3.788625	0.000000	
 26	0.000000	0.000000	26.667488	0.000000	0.000000	0.000000	0.000000	-3.815642	0.000000	
 27	0.000000	0.000000	30.270770	0.000000	0.000000	0.000000	0.000000	-3.823022	0.000000	
 28	0.000000	0.000000	33.842241	0.000000	0.000000	0.000000	0.000000	-3.820902	0.000000	
 29	0.000000	0.000000	37.362701	0.000000	0.000000	0.000000	0.000000	-3.799320	0.000000	
 30	0.000000	0.000000	35.887351	0.000000	0.000000	0.000000	0.000000	0.000000	1.167482	
 31	0.000000	0.000000	35.112121	0.000000	0.000000	0.000000	0.000000	0.000000	0.479518	
 32	0.000000	0.000000	34.790787	0.000000	0.000000	0.000000	0.000000	0.000000	0.032011	
 33	0.000000	0.000000	34.744902	0.000000	0.000000	0.000000	0.000000	-4.791116	4.550325	
 34	0.000000	0.000000	34.953328	0.000000	0.000000	0.000000	0.000000	-0.494725	0.000000	
 35	0.000000	0.000000	35.354212	0.000000	0.000000	0.000000	0.000000	-0.688899	0.000000	
 36	0.000000	0.000000	35.919166	0.000000	0.000000	0.000000	0.000000	-5.098857	4.242584	
 37	0.000000	0.000000	36.608688	0.000000	0.000000	0.000000	0.000000	-0.985496	0.000000	
 38	0.000000	0.000000	37.365766	0.000000	0.000000	0.000000	0.000000	-1.058734	0.000000	
 39	0.000000	0.000000	37.365766	0.000000	0.000000	0.000000	0.000000	-4.824668	4.516774	
 40	0.000000	0.000000	37.365766	0.000000	0.000000	0.000000	0.000000	-0.307894	0.000000	
 41	0.000000	0.000000	37.365766	0.000000	0.000000	0.000000	0.000000	-0.307894	0.000000	
 42	0.000000	0.000000	37.365766	0.000000	0.000000	0.000000	0.000000	-4.824668	4.516774	
 43	0.000000	0.000000	35.643156	0.000000	0.000000	0.000000	0.000000	0.000000	1.414716	
 44	0.000000	0.000000	32.164988	0.000000	0.000000	0.000000	0.000000	0.000000	3.184469	
