source,target,realValue,layerID,layerColor,layerUnit
Exterior Heat,HPs,4835.73,Exterior Heat,#8FBC8F,TWh
NG,HPs,14995.92,NG,#FFD700,TWh
Electricity,Elec,1527.55,Electricity,#00BFFF,TWh
Solar,Elec,2650.00,Solar,#FFFF00,TWh
Elec,Export,1527.55,Electricity,#00BFFF,TWh
Elec,Elec demand,2650.00,Electricity,#00BFFF,TWh
HPs,Heat,19831.65,Heat LT,#FA8072,TWh
Heat,Dec. Sto,15734.02,Heat LT,#FA8072,TWh
Dec. Sto,Heat LT Dec,13683.51,Heat LT,#FA8072,TWh
Dec. Sto,Losses,2050.51,Heat,#708090,TWh
Heat,Heat LT Dec,4097.63,Heat,#FA8072,TWh
