source,target,realValue,layerID,layerColor,layerUnit
Exterior Heat,HPs,4156.11,Exterior Heat,#8FBC8F,TWh
NG,HPs,12465.44,NG,#FFD700,TWh
Electricity,Elec,2944.67,Electricity,#00BFFF,TWh
Solar,Elec,2944.67,Solar,#FFFF00,TWh
Solar,Heat,966.78,Solar,#FFFF00,TWh
Elec,Export,2944.67,Electricity,#00BFFF,TWh
Elec,Elec demand,2650.00,Electricity,#00BFFF,TWh
Elec,Heat,294.67,Electricity,#00BFFF,TWh
HPs,Heat,16621.55,Heat LT,#FA8072,TWh
Heat,Dec. Sto,5141.24,Heat LT,#FA8072,TWh
Dec. Sto,Heat LT Dec,5039.39,Heat LT,#FA8072,TWh
Dec. Sto,Losses,101.86,Heat,#708090,TWh
Heat,Heat LT Dec,12741.76,Heat,#FA8072,TWh
