source,target,realValue,layerID,layerColor,layerUnit
Exterior Heat,HPs,6898.56,Exterior Heat,#8FBC8F,TWh
NG,HPs,9411.93,NG,#FFD700,TWh
Electricity,Elec,1693.02,Electricity,#00BFFF,TWh
Solar,Elec,3133.22,Solar,#FFFF00,TWh
Solar,Heat,576.40,Solar,#FFFF00,TWh
Elec,Export,1190.14,Electricity,#00BFFF,TWh
Elec,Elec demand,2650.00,Electricity,#00BFFF,TWh
Elec,HPs,986.11,Electricity,#00BFFF,TWh
HPs,Heat,17296.60,Heat LT,#FA8072,TWh
Heat,Dec. Sto,2043.87,Heat LT,#FA8072,TWh
Dec. Sto,Heat LT Dec,1952.01,Heat LT,#FA8072,TWh
Dec. Sto,Losses,91.86,Heat,#708090,TWh
Heat,Heat LT Dec,15829.13,Heat,#FA8072,TWh
